6	153071565	6	153075522	DIST	2
15	32528914	15	32529560	DIST	2
14	82089234	14	82089834	DIST	2
13	89660796	13	89663109	DIST	2
1	245094226	1	245094913	DIST	2
2	15083501	2	15084213	DIST	2
8	128194286	11	85653066	DIST	2
8	30264998	17	7108832	DIST	2
3	153794086	3	153795890	DIST	2
12	27965067	17	44650007	DIST	2
2	4759102	2	4765552	DIST	2
10	111561972	10	111568447	DIST	2
14	24331880	14	24333075	DIST	2
1	113841036	1	113847459	DIST	2
2	161843839	19	49609307	DIST	2
9	3770561	9	3771255	DIST	2
8	63387643	8	127976965	RF	2
8	62818037	8	128188634	FF	2
22	31625731	22	31626428	DIST	2
2	77971257	2	77972092	DIST	2
10	117701415	10	117702180	DIST	2
6	57404851	6	57409236	DIST	2
14	34471106	14	34471810	DIST	2
12	67929179	15	91202765	DIST	2
6	141367364	6	141368068	DIST	2
1	153685917	13	99496262	DIST	2
11	24241699	11	24244329	RR	2
7	105520882	7	105521602	DIST	2
19	62166648	19	62167498	DIST	2
6	7662059	6	7662736	DIST	2
4	66323606	4	66324287	DIST	2
5	31226297	5	31226970	RR	2
6	95715523	6	95716236	DIST	2
2	99119248	2	99119820	DIST	2
10	12600398	10	12603053	DIST	2
14	27939512	14	27942204	DIST	2
3	123621028	3	123621583	DIST	2
1	70718639	1	70719267	DIST	2
8	137229345	8	137233427	DIST	2
1	86178346	1	86179052	DIST	2
10	95535312	10	95536628	DIST	2
8	127983762	11	67799506	DIST	2
1	7886533	1	8001998	RF	2
12	45361505	12	45362146	DIST	2
8	128475890	14	20112060	DIST	2
9	4336572	9	4337167	DIST	2
9	68286195	9	68287707	DIST	2
10	19437179	10	19437745	DIST	2
5	158524620	5	158525340	DIST	2
1	43629844	1	43630540	DIST	2
19	41737831	19	41738530	DIST	2
5	154104344	5	154105038	DIST	2
6	134310328	6	134311470	DIST	2
16	61999679	16	62000387	DIST	2
17	64472453	17	64473155	DIST	2
15	32717719	15	32718443	DIST	2
7	103250221	7	103250926	DIST	2
1	222313498	1	222314362	DIST	2
15	91316557	15	91317236	DIST	2
4	108347007	4	108351300	DIST	2
18	44250032	18	44250633	DIST	2
14	53779796	14	53783507	DIST	2
7	82784342	7	82784977	DIST	2
7	28540699	7	28541861	DIST	2
12	29464416	12	29465132	DIST	2
14	53633522	14	53634171	DIST	2
4	178106211	4	178106922	DIST	2
12	69819120	12	69820295	RR	2
2	28207074	2	28207777	DIST	2
1	115340429	1	115346619	RR	2
12	70642670	12	70644614	DIST	2
4	28030553	4	28031285	DIST	2
14	20118194	14	21748097	RR	2
9	22989327	9	22989914	DIST	2
7	14415494	7	14416176	DIST	2
1	102868417	1	102869103	DIST	2
14	22174618	14	22177832	DIST	2
18	61874495	18	61883397	DIST	2
5	119042757	5	119043461	DIST	2
15	71270567	15	71271138	DIST	2
2	5405172	2	5405805	DIST	2
18	74302858	18	74304459	DIST	2
1	63477835	1	63480903	DIST	2
18	53097667	18	53100009	DIST	2
1	196023361	1	196024454	FF	2
9	73458939	9	73459496	DIST	2
5	13947890	5	13948578	DIST	2
12	60679905	12	60680827	DIST	2
1	195767075	1	195770098	DIST	2
14	28412453	14	28419508	DIST	2
17	53154993	17	54692874	FF	2
6	20795205	14	57341389	DIST	1
1	170949827	20	57981458	DIST	1
1	102659493	2	216638587	DIST	1
2	2989690	18	32662231	DIST	1
14	66364012	23	48799407	DIST	1
5	18264139	7	149808235	DIST	1
1	54360442	10	90875304	DIST	1
14	101060566	14	101061274	DIST	1
1	237123042	15	21660987	DIST	1
7	79755414	7	129791086	FF	1
2	156321635	6	147339622	DIST	1
1	154963406	5	12054543	DIST	1
3	146892579	14	20683331	DIST	1
10	99186394	18	62451505	DIST	1
11	20731083	17	63700772	DIST	1
23	36829268	23	42064856	RR	1
2	75123624	9	126482042	DIST	1
6	127178598	10	130887700	DIST	1
3	147030229	7	70137751	DIST	1
18	44297357	23	71685004	DIST	1
6	95951819	17	36799264	DIST	1
1	51608141	2	234631693	DIST	1
2	239124188	6	101690762	DIST	1
2	4355343	2	147605486	RR	1
3	97681652	15	36751558	DIST	1
7	26089937	12	64938813	DIST	1
6	120917940	10	113050567	DIST	1
4	106500699	9	137079332	DIST	1
1	161763555	10	100551480	DIST	1
7	147001104	18	52799368	DIST	1
11	93955216	20	16808824	DIST	1
13	48398290	23	18519366	DIST	1
11	80865212	12	77449492	DIST	1
5	167190321	23	41842333	DIST	1
6	154432803	9	82960461	DIST	1
12	4379292	22	21961312	DIST	1
7	35482963	17	14344965	DIST	1
12	77316371	18	53459063	DIST	1
4	167327360	4	167328083	DIST	1
3	78952248	23	39182555	DIST	1
2	216984674	13	112441388	DIST	1
12	21040543	19	34342641	DIST	1
14	99981223	16	51344400	DIST	1
3	75778822	16	82273158	DIST	1
4	178393635	4	178394350	DIST	1
7	87586326	11	84683247	DIST	1
1	16447367	6	145374727	DIST	1
6	82278944	17	76259573	DIST	1
17	29273945	23	129245813	DIST	1
5	10215341	23	123336373	DIST	1
3	101423818	12	2638309	DIST	1
10	130567931	12	1679069	DIST	1
2	214451318	9	78590782	DIST	1
11	49596220	11	72245033	DIST	1
2	41863311	2	214475954	DIST	1
2	206141926	5	167792067	DIST	1
2	35038624	9	124304255	DIST	1
14	23248111	23	105901816	DIST	1
16	15677442	20	9203113	DIST	1
2	155505957	7	77625076	DIST	1
6	80141294	21	40184528	DIST	1
2	195656582	4	101083528	DIST	1
7	14961074	11	117161884	DIST	1
4	102831511	15	71709160	DIST	1
2	54805131	5	40178934	DIST	1
12	25196825	23	81676686	DIST	1
17	8115537	20	10637383	DIST	1
2	171204187	5	39191623	DIST	1
3	109742354	5	121690510	DIST	1
11	40500298	13	92806615	DIST	1
2	222966332	12	81311193	DIST	1
2	915937	14	48041934	DIST	1
6	63215280	22	27964386	DIST	1
5	165225275	14	55496890	DIST	1
8	106649976	17	64337936	DIST	1
1	81648265	1	168508930	RR	1
7	13641264	7	148806254	DIST	1
3	116202031	5	53911892	DIST	1
10	107905262	23	47510005	DIST	1
4	92921759	13	108765861	DIST	1
2	33262819	11	39669567	DIST	1
10	111062600	16	69025270	DIST	1
7	116859338	23	150283628	DIST	1
3	191782567	7	65942153	DIST	1
1	205540143	2	79413301	DIST	1
6	45843581	6	70950732	RF	1
2	197448477	10	4361720	DIST	1
2	183910326	7	144491629	DIST	1
5	42778772	6	53427776	DIST	1
4	130293080	20	36200556	DIST	1
1	161119678	12	1774200	DIST	1
2	197106813	8	39670889	DIST	1
4	117571848	5	53626600	DIST	1
3	31779709	15	68743780	DIST	1
11	85554116	15	60588690	DIST	1
14	24350696	18	55974035	DIST	1
5	171422298	5	172333103	RR	1
2	223473290	18	31333278	DIST	1
1	154851453	2	222580213	DIST	1
3	177052035	6	100993772	DIST	1
12	11097991	12	11169380	DIST	1
3	120233547	3	165946644	DIST	1
1	203769014	12	6840511	DIST	1
2	107920649	7	24746772	DIST	1
1	214725520	6	95692375	DIST	1
13	75802490	21	43685522	DIST	1
7	23531352	14	57151155	DIST	1
2	215317281	8	62750038	DIST	1
2	234086266	9	4643153	DIST	1
7	26358117	10	101639047	DIST	1
1	215722322	9	36721872	DIST	1
2	6187147	9	101192904	DIST	1
5	71289059	16	22786635	DIST	1
6	107090040	6	107090660	DIST	1
1	185545226	23	139724561	DIST	1
2	127538691	4	131869430	DIST	1
9	103357605	23	127282621	DIST	1
2	177987805	9	133040836	DIST	1
1	226117151	9	75512595	DIST	1
8	64372652	9	114016066	DIST	1
12	76052521	15	31332273	DIST	1
2	211362506	5	36507522	DIST	1
1	79886408	1	79887087	DIST	1
3	130915718	5	21633827	DIST	1
3	194515836	4	41680064	DIST	1
11	95584871	22	39586175	DIST	1
3	111582055	8	128326540	DIST	1
3	132276606	11	35746286	DIST	1
12	54314644	12	57017157	RF	1
8	42049088	8	42049788	DIST	1
6	127750533	10	55744862	DIST	1
13	54838845	13	54839492	DIST	1
6	20788971	8	129717864	DIST	1
6	140994246	6	140994902	DIST	1
1	97056984	22	34048578	DIST	1
3	161555462	14	73896450	DIST	1
11	131175113	13	112102815	DIST	1
4	83364460	14	21991574	DIST	1
4	137259289	8	138372452	DIST	1
9	90670541	9	101073656	DIST	1
3	145220266	10	92739509	DIST	1
1	217013687	6	54031737	DIST	1
6	76478849	17	64226742	DIST	1
6	32784641	11	85920793	DIST	1
3	29329551	7	37832644	DIST	1
6	47807170	6	69789576	RF	1
8	73950247	8	73956544	DIST	1
2	1942889	2	38093917	RR	1
1	23195052	6	10228751	DIST	1
12	23774688	15	29351839	DIST	1
9	5627022	18	3048819	DIST	1
3	141361704	15	39622666	DIST	1
13	85936255	20	42757673	DIST	1
2	65631042	17	14777468	DIST	1
9	124788855	13	97458336	DIST	1
9	93725947	18	30750245	DIST	1
2	199410338	10	59424057	DIST	1
1	73447449	12	67592737	DIST	1
5	60716943	8	62007650	DIST	1
2	35081110	8	72218755	DIST	1
3	105056612	3	105062698	DIST	1
13	37303779	14	46915735	DIST	1
1	180486792	17	68331506	DIST	1
2	135307689	22	25524143	DIST	1
7	47930913	18	12451268	DIST	1
2	231088008	17	55561384	DIST	1
12	95310646	16	59014206	DIST	1
7	55520674	18	24983914	DIST	1
1	37850454	2	165613763	DIST	1
11	133689913	13	58305784	DIST	1
1	19289314	13	57097606	DIST	1
3	144687865	12	23511666	DIST	1
2	52053387	18	47474910	DIST	1
13	100624420	17	2039811	DIST	1
6	136766668	20	39131279	DIST	1
1	216389407	11	56750506	DIST	1
14	55675493	17	64023014	DIST	1
3	2639866	12	1183894	DIST	1
6	138896089	13	83844773	DIST	1
2	150739135	2	150746592	DIST	1
1	96887469	7	127558462	DIST	1
6	46321518	8	2512947	DIST	1
2	227475492	16	31575444	DIST	1
13	57061684	14	21356476	DIST	1
2	178921748	12	70829180	DIST	1
2	188971520	5	8188314	DIST	1
7	93962863	12	91475780	DIST	1
1	81041188	11	68350796	DIST	1
3	194713687	7	125632957	DIST	1
7	9695555	18	11443825	DIST	1
3	173181209	4	126972410	DIST	1
7	124746037	16	79142415	DIST	1
4	177126649	11	45349999	DIST	1
1	203486980	7	136311328	DIST	1
1	2271583	1	159010873	RR	1
3	126243275	13	100902454	DIST	1
2	117609176	2	117609885	DIST	1
1	80919450	10	12830281	DIST	1
1	2245082	6	136212491	DIST	1
6	54032689	6	54042904	DIST	1
6	21793826	6	157886016	RR	1
3	165846922	11	85800049	DIST	1
5	151494965	5	151499158	DIST	1
7	142342885	13	25393814	DIST	1
13	33004243	14	79197215	DIST	1
5	56178682	6	80921928	DIST	1
2	212742435	13	76631791	DIST	1
7	145513870	12	21517485	DIST	1
3	7664668	4	118934933	DIST	1
15	34505175	17	54091975	DIST	1
2	172689947	5	7047127	DIST	1
17	9619666	17	48605949	RR	1
3	102144566	3	181528613	RR	1
11	75035604	13	110247507	DIST	1
12	72976894	20	7169642	DIST	1
2	122893216	8	13878584	DIST	1
14	90153720	24	16231431	DIST	1
6	128921858	16	57159977	DIST	1
4	186392271	4	186392948	DIST	1
1	175029864	20	49357132	DIST	1
2	149892587	17	33703813	DIST	1
3	27911035	6	16743023	DIST	1
15	66153006	18	10231861	DIST	1
4	102752033	12	39142394	DIST	1
9	120467550	11	129731576	DIST	1
2	160563865	2	160564498	DIST	1
8	62441210	14	98622584	DIST	1
1	182652270	23	115067128	DIST	1
2	17578144	14	96280045	DIST	1
9	108670635	13	91950315	DIST	1
3	195144550	13	35900605	DIST	1
2	217398950	6	114310156	DIST	1
3	148435840	10	57486683	DIST	1
5	179230683	11	41412606	DIST	1
8	128626747	10	129378012	DIST	1
4	90905640	12	3453536	DIST	1
5	52267180	5	52267872	DIST	1
1	18192283	3	73537769	DIST	1
10	49770140	11	96340170	DIST	1
4	44385599	6	30284264	DIST	1
8	81953816	15	69644282	DIST	1
5	23421765	13	46981893	DIST	1
15	27684981	22	48525906	DIST	1
1	92929038	6	41064136	DIST	1
2	28952879	15	47635673	DIST	1
2	189425923	9	112304659	DIST	1
15	63337433	18	5418448	DIST	1
2	186070048	11	46415053	DIST	1
6	15852821	9	80393306	DIST	1
3	146582779	17	59199324	DIST	1
21	44855271	22	40378596	DIST	1
1	117376293	6	50452365	DIST	1
1	57870445	11	83426134	DIST	1
14	44158916	15	58979776	DIST	1
13	78518112	15	59021347	DIST	1
4	97291287	5	68099130	DIST	1
6	82084854	16	61367832	DIST	1
20	6619583	22	27669473	DIST	1
3	156030926	5	44888407	DIST	1
1	32280310	7	115977152	DIST	1
13	82802848	23	100275695	DIST	1
6	25668539	16	3195255	DIST	1
2	195249149	6	15680505	DIST	1
4	102576977	9	27040429	DIST	1
3	51723970	3	109645437	RR	1
7	93150317	19	34657315	DIST	1
4	79594035	4	158594979	DIST	1
7	115067489	15	27780826	DIST	1
5	85830028	9	106061813	DIST	1
13	108602741	14	82942113	DIST	1
8	128335589	10	59943492	DIST	1
11	24126336	21	25581572	DIST	1
2	183023867	7	118007248	DIST	1
9	22704062	9	129034017	RF	1
13	22013110	13	22014292	FF	1
3	36315743	8	73898259	DIST	1
2	47341445	5	11385052	DIST	1
1	77829803	12	83883393	DIST	1
2	63063472	10	61767363	DIST	1
10	36125051	12	92715563	DIST	1
10	114334341	13	77018012	DIST	1
2	88277568	17	32562342	DIST	1
8	62807637	11	76565884	DIST	1
23	147317049	23	147318960	DIST	1
2	51810695	16	66809295	DIST	1
11	96194077	14	57362008	DIST	1
7	138497497	9	101068132	DIST	1
8	128303804	12	8397483	DIST	1
1	101758300	13	102448177	DIST	1
8	99209207	12	12067024	DIST	1
18	21005122	20	11811160	DIST	1
7	108153467	14	93007839	DIST	1
1	231957001	10	6491981	DIST	1
3	181541992	7	27648107	DIST	1
6	78192048	8	128870998	DIST	1
5	162554891	21	26266869	DIST	1
3	147867541	3	147877584	DIST	1
1	160274428	12	81344557	DIST	1
13	75442798	14	31364399	DIST	1
5	63741393	18	25143340	DIST	1
5	13844686	14	83638287	DIST	1
2	161915873	7	107153583	DIST	1
2	14516226	20	30537281	DIST	1
6	115394351	11	73726142	DIST	1
2	158325276	7	33969103	DIST	1
2	1926862	9	131284608	DIST	1
7	128696135	20	47152229	DIST	1
3	171501985	23	137253802	DIST	1
7	96940596	13	95481189	DIST	1
8	78802564	11	62390454	DIST	1
3	104824312	21	32234889	DIST	1
2	45614682	2	104196670	RR	1
2	125489612	9	88502756	DIST	1
6	52400930	11	77639616	DIST	1
9	80630202	23	111476743	DIST	1
4	12657871	14	101091395	DIST	1
2	234460466	5	102542350	DIST	1
12	65171804	15	71395598	DIST	1
3	143781446	18	65176747	DIST	1
3	183056454	12	6909808	DIST	1
2	232602487	15	69300758	DIST	1
7	84134655	7	116199696	FF	1
7	91087744	13	101761030	DIST	1
7	96654237	14	19384481	DIST	1
5	92221152	14	59041863	DIST	1
19	57678736	19	57726999	DIST	1
1	114843129	14	21052309	DIST	1
8	52212388	11	90870720	DIST	1
2	198601993	3	96954339	DIST	1
1	114562147	19	1686709	DIST	1
15	75567499	24	16057045	DIST	1
3	102998465	8	64234659	DIST	1
1	246838297	7	38488961	DIST	1
14	94508370	15	28091004	DIST	1
1	245756205	12	28293313	DIST	1
5	75810430	6	81948547	DIST	1
4	29270030	4	29270711	DIST	1
6	80728165	6	155678505	RR	1
3	97260888	11	104939680	DIST	1
16	9528044	17	60093664	DIST	1
5	74917547	5	173515145	DIST	1
5	54052431	13	74414867	DIST	1
20	47989618	23	53225516	DIST	1
1	196180141	8	40543545	DIST	1
3	107298862	23	13243619	DIST	1
1	192971363	7	113690665	DIST	1
3	99880098	5	31791588	DIST	1
3	42081844	12	3849995	DIST	1
6	141771732	20	50592634	DIST	1
2	144105945	16	62102380	DIST	1
6	92690611	19	51590980	DIST	1
14	89607046	15	45401926	DIST	1
7	24272062	19	19387797	DIST	1
4	45354321	6	87653387	DIST	1
3	80485156	3	176939398	DIST	1
5	61329074	5	61329756	DIST	1
3	106732998	4	23066822	DIST	1
6	92999032	6	152878650	RF	1
2	12868889	11	24386771	DIST	1
12	115774387	13	47607137	DIST	1
1	104244497	1	104245401	DIST	1
7	119473118	12	43297859	DIST	1
1	107322964	1	198182286	FF	1
2	213494266	12	42646778	DIST	1
1	237760395	16	85502875	DIST	1
2	204686089	3	79386320	DIST	1
2	1601806	2	1602476	DIST	1
8	128848742	19	53027113	DIST	1
2	20754931	15	81820455	DIST	1
1	158742189	2	25483918	DIST	1
1	57391853	6	169076489	DIST	1
13	84509001	16	72465024	DIST	1
1	19334979	5	6050297	DIST	1
4	133376251	7	91537511	DIST	1
18	23554109	18	69441194	DIST	1
7	42585095	14	60044308	DIST	1
5	166187535	12	5575970	DIST	1
14	70390690	14	70391339	DIST	1
11	66547963	12	28070195	DIST	1
10	23577702	19	51190328	DIST	1
3	193269650	14	89867387	DIST	1
7	31815928	10	30200737	DIST	1
1	235731582	3	98222873	DIST	1
7	92094008	11	83867008	DIST	1
4	90646771	4	90647888	DIST	1
10	65942086	12	2344538	DIST	1
8	52587202	9	124308583	DIST	1
2	209159772	2	209160468	DIST	1
1	182077211	12	124272208	DIST	1
8	62849576	11	83321264	DIST	1
2	196045329	3	165258136	DIST	1
6	77341430	6	96285058	DIST	1
4	147861745	8	62998966	DIST	1
2	153751304	12	107251998	DIST	1
7	121678942	23	1361527	DIST	1
4	124005798	6	47441558	DIST	1
13	64699864	23	151099353	DIST	1
2	128865968	23	13931169	DIST	1
11	27858601	11	114057791	DIST	1
2	170275148	23	108399333	DIST	1
6	134975426	11	84986900	DIST	1
1	111191460	11	115815625	DIST	1
6	68758730	6	164664981	RR	1
9	3104241	10	14202001	DIST	1
1	32135445	17	60932330	DIST	1
1	91654060	10	20376280	DIST	1
8	128498704	12	6881041	DIST	1
1	176867144	12	84288241	DIST	1
3	175966550	3	191188519	RR	1
3	144555126	13	90177556	DIST	1
5	28800265	7	146778641	DIST	1
1	31691130	22	23881572	DIST	1
7	111399083	8	128511741	DIST	1
3	101413397	8	36460617	DIST	1
2	5302858	2	119273040	DIST	1
6	51045319	9	290779	DIST	1
11	36313081	16	8223601	DIST	1
6	4642212	6	130128880	DIST	1
6	155569784	13	68832233	DIST	1
4	117217079	6	123876317	DIST	1
9	75492142	9	75492693	DIST	1
1	73541216	1	73541930	DIST	1
2	150279573	14	67923230	DIST	1
4	69114139	12	39548620	DIST	1
2	158393352	16	69075943	DIST	1
10	20563802	10	20600024	DIST	1
7	74939388	12	21957966	DIST	1
2	63038137	9	119449397	DIST	1
1	64153852	7	40527890	DIST	1
8	127711266	8	127963329	RR	1
5	133690035	7	152871618	DIST	1
4	187975587	20	61288872	DIST	1
2	194007734	11	79571540	DIST	1
6	132684806	15	70050817	DIST	1
1	175721765	12	21548236	DIST	1
7	48510381	14	99205766	DIST	1
12	27949154	21	40799210	DIST	1
12	111154609	12	111156377	DIST	1
8	92343889	24	8217134	DIST	1
8	128651896	13	101738720	DIST	1
1	161810442	7	81377883	DIST	1
4	105442178	5	45290534	DIST	1
2	2909130	12	74377291	DIST	1
6	92675235	23	141167801	DIST	1
10	26807840	10	26808523	DIST	1
13	78696796	14	44417971	DIST	1
2	30536454	6	105595876	DIST	1
1	88054152	2	146061092	DIST	1
2	157961155	22	33287398	DIST	1
11	85184136	12	7734391	DIST	1
7	9797666	7	135545184	RF	1
3	105242783	17	10081162	DIST	1
8	50579437	9	114738333	DIST	1
6	23775468	14	78995706	DIST	1
6	51986230	8	62642297	DIST	1
1	63060257	14	99981316	DIST	1
5	39174787	12	107326513	DIST	1
2	146206756	7	2186327	DIST	1
23	138917694	23	139135420	FF	1
3	124393038	3	190094286	RR	1
8	62625225	19	7164586	DIST	1
2	76558692	3	110159579	DIST	1
8	62499199	8	91178448	RF	1
1	32843573	1	40365275	FF	1
1	46937050	23	125177084	DIST	1
6	86641883	15	54053482	DIST	1
5	36662525	12	113517301	DIST	1
2	34266523	15	51925201	DIST	1
10	63213263	14	98367248	DIST	1
5	40521271	9	31682653	DIST	1
1	81587861	3	122485126	DIST	1
3	80002043	10	54660200	DIST	1
2	230091360	12	123334970	DIST	1
2	20614009	5	41737092	DIST	1
3	42087066	8	78330100	DIST	1
3	176706937	7	9096842	DIST	1
2	57795848	12	101095164	DIST	1
5	20383563	6	68384616	DIST	1
2	180440426	7	144683876	DIST	1
1	157859367	11	35626417	DIST	1
13	47672111	24	19763789	DIST	1
1	87786774	6	42743266	DIST	1
11	107018936	19	10037969	DIST	1
1	231628542	16	51224475	DIST	1
14	43184055	20	51830158	DIST	1
1	50806628	4	46561791	DIST	1
1	197400517	14	87925690	DIST	1
17	65665196	18	7723721	DIST	1
14	56932665	20	31639212	DIST	1
6	88804541	8	99743540	DIST	1
13	93694479	20	39338559	DIST	1
2	207683090	14	24041388	DIST	1
2	166316362	4	60063392	DIST	1
2	3440126	6	104099780	DIST	1
5	67086524	9	23861668	DIST	1
4	68577724	8	42374650	DIST	1
3	83127415	7	80320716	DIST	1
1	196740493	8	130498324	DIST	1
11	98199955	17	45183196	DIST	1
2	113864309	2	116814239	RR	1
4	181695227	14	96103839	DIST	1
1	204379276	8	20414537	DIST	1
7	11564642	22	22587298	DIST	1
8	61636037	13	33040491	DIST	1
3	151715123	19	13654993	DIST	1
4	32837713	11	24121343	DIST	1
6	18928435	10	108780328	DIST	1
3	108770167	15	61067653	DIST	1
6	103078751	23	30074429	DIST	1
13	42780629	13	42781809	RF	1
14	43165851	14	63319426	RR	1
4	131496560	7	120395794	DIST	1
3	171812686	14	85005413	DIST	1
6	148111457	12	129187421	DIST	1
15	35939485	16	49765312	DIST	1
2	121974654	18	69802160	DIST	1
5	31901155	17	61439718	DIST	1
2	24332695	2	241596521	RF	1
2	145774929	5	68269605	DIST	1
5	109205391	6	122302912	DIST	1
4	144367922	13	87158123	DIST	1
10	74458782	23	82748367	DIST	1
7	52097664	13	33050763	DIST	1
1	70458795	6	137019616	DIST	1
3	185001928	11	31987800	DIST	1
2	71078227	20	29683025	DIST	1
2	155620064	13	50468643	DIST	1
1	91257150	10	31504854	DIST	1
5	169747767	6	67293107	DIST	1
2	60143896	4	103021611	DIST	1
1	102264941	4	21924840	DIST	1
3	109120631	11	43030583	DIST	1
1	196263278	14	50860834	DIST	1
6	145939423	17	53322792	DIST	1
18	55567635	21	39937469	DIST	1
3	152637282	11	112931214	DIST	1
6	153551779	23	69561760	DIST	1
5	106020089	9	88291829	DIST	1
1	67525918	14	61716614	DIST	1
3	112498191	6	95651798	DIST	1
8	64364887	13	66879364	DIST	1
6	37797277	14	71222617	DIST	1
2	9445756	8	128538817	DIST	1
6	22062343	8	113365154	DIST	1
6	130449837	7	7626868	DIST	1
10	102658226	12	60471470	DIST	1
14	47393990	14	47395086	RR	1
11	109831887	16	54206315	DIST	1
3	129171752	11	110856545	DIST	1
11	90141861	24	10066746	DIST	1
5	150193940	10	37585356	DIST	1
2	28081888	3	101663751	DIST	1
3	7764207	9	116952430	DIST	1
6	161892622	7	158810037	DIST	1
4	136595	20	12675766	DIST	1
7	27046288	15	85272718	DIST	1
6	66580906	19	49913208	DIST	1
1	161285896	2	185473674	DIST	1
2	191754038	16	63752057	DIST	1
22	35097522	22	35102662	FF	1
1	197775566	9	140017707	DIST	1
7	112712735	8	127894027	DIST	1
2	187177195	10	65601145	DIST	1
15	42595118	21	31388510	DIST	1
7	47041610	12	93579009	DIST	1
6	11157498	8	56909680	DIST	1
4	7796962	15	58231919	DIST	1
3	16001889	9	120283097	DIST	1
10	105830045	17	11796110	DIST	1
9	5044110	9	109716935	RR	1
15	77820117	18	32544953	DIST	1
5	3190850	15	91887381	DIST	1
9	1662623	14	29463405	DIST	1
5	108900658	17	58414754	DIST	1
6	161236143	12	60379456	DIST	1
4	82405767	4	102708954	DIST	1
6	74049826	18	30332455	DIST	1
6	165373732	23	4048166	DIST	1
1	62163058	1	62163776	DIST	1
1	210282953	4	3346522	DIST	1
3	39669403	13	72381358	DIST	1
19	11925734	19	21971150	FF	1
14	22908310	16	56132080	DIST	1
1	209345918	2	160194740	DIST	1
3	183141510	8	127774867	DIST	1
1	215997612	6	32767888	DIST	1
11	23057615	23	112769924	DIST	1
3	98036617	14	76982821	DIST	1
3	190078671	10	97759879	DIST	1
1	209797494	7	86998848	DIST	1
7	89019292	8	128183499	DIST	1
15	89145939	18	22613381	DIST	1
5	80652655	17	54222836	DIST	1
2	88550778	16	6608035	DIST	1
3	96598598	3	96599303	DIST	1
21	16981676	21	16982283	RR	1
2	158782936	14	20233838	DIST	1
5	157318738	11	40748223	DIST	1
4	63191603	10	89861784	DIST	1
12	94106239	16	50432055	DIST	1
6	96512058	13	53994647	DIST	1
12	92418702	12	92419727	RF	1
6	32768370	10	113097584	DIST	1
6	139916001	12	61747838	DIST	1
1	205595435	5	7543177	DIST	1
8	140514692	14	30050634	DIST	1
7	48043440	8	62491518	DIST	1
1	59467258	1	206820235	DIST	1
4	7061853	12	32092631	DIST	1
